#SET|Q|ID|DIFF|KEY|FMT|FIG|STEM|CHOICES|DISTRACTOR_LOGIC
Linear Equations in One Variable 2|2.17|feb78194|270|37|spr|-|A museum earns 14 dollars per tablet rented, paid 112 dollars of expenses, and made 406 dollars profit. How many tablets were rented?|-|SPR: 14n-112=406 so n=37
Linear Equations in One Variable 2|2.18|018a2704|381|C|mcq|-|If 46=16+2(x-8), what is the value of 2(x-8)?|16;23;30;38|Subtract 16 from both sides; A=copied 16; B=solved for x-8 then added; C=30 CORRECT; D=misc
Linear Equations in One Variable 2|2.19|9d4270fe|499|A|mcq|-|15,000=2.00x-4,500 models monthly profit when x dispensers are sold. Best interpretation of 2.00x?|Monthly sales revenue from selling x dispensers;Revenue from each dispenser sold;Cost of creating each dispenser;Cost of creating x dispensers|2.00x is total revenue for x units; B=describes 2.00 alone; C/D=confuse revenue with cost; A=CORRECT
Linear Equations in One Variable 3|3.1|2937ef4f|491|D|mcq|-|An auger removes corn at a constant rate. A bin had 24,000 bushels; after 5 hours 19,350 remained. Total hours used when 12,840 bushels remain?|3;7;8;12|Rate 930 bushels/hour; 11,160/930=12 total hours; A/B/C=used only the additional time or a wrong rate; D=CORRECT
Linear Equations in One Variable 3|3.2|b7e6394d|562|D|mcq|-|Alan drives 100 miles weekly at 25 mpg; gas costs 4 dollars per gallon. Which equation finds m, the fewer miles needed to save 5 dollars weekly?|(25/4)m=95;(25/4)m=5;(4/25)m=95;(4/25)m=5|Cost per mile is 4/25; savings target is 5; A/C=used 95 (the new total, not the savings); B=inverted the rate; D=CORRECT
Linear Equations in One Variable 3|3.3|e6cb2402|243|16/17|spr|-|3(kx+13)=(48/17)x+36 has no solution. What is the value of k?|-|SPR: 3k=48/17 so k=16/17
Linear Equations in One Variable 3|3.4|ae2287e2|542|A|mcq|-|A product costs 65 dollars to make; commission is 20 percent of the 100 dollar sales price. Which equation gives units u sold for 6,840 dollars profit?|(100(1-0.2)-65)u=6840;(100-65)(1-0.8)u=6840;0.8(100)-65u=6840;(0.2(100)+65)u=6840|Profit per unit is 100-20-65=15; A=CORRECT; B=applied the discount to the margin; C=did not multiply the whole margin by u; D=added commission to cost
Linear Equations in One Variable 3|3.5|771bd0ca|242|-22|spr|-|5(t+3)-7(t+3)=38. What value of t is the solution?|-|SPR: -2(t+3)=38 so t=-22
Linear Equations in One Variable 3|3.6|90095507|1022|B|mcq|table-realty|Glenview Street sold for 140,000 dollars after a 40 percent discount and an additional 20 percent off the discounted price. Which best approximates the original price?|350000;291700;233300;175000|Original times 0.6 times 0.8 = 140000; B=140000/0.48 CORRECT; C=divided by 0.6 only; D=divided by 0.8 only; A=subtracted 60 percent instead
Linear Equations in One Variable 3|3.7|0cb57740|421|B|mcq|-|A 30-sided polygon has sides of three lengths. Sides of length 8 cm number 5 times the n sides of length 3 cm; 6 sides are 4 cm. Which equation must be true for n?|5n+6=30;6n+6=30;8n+3n+4n=30;8(5n)+3n+4(6)=30|Count sides not lengths: 5n+n+6=30; A=omitted the n three-cm sides; B=CORRECT; C/D=weighted by side length instead of counting
Linear Equations in One Variable 3|3.8|aee9fd2d|370|B|mcq|-|If (x+6)/3=(x+6)/13, the value of x+6 is between which pair of values?|-7 and -3;-2 and 2;2 and 7;8 and 13|Two unequal denominators force the numerator to be 0; x+6=0 lies between -2 and 2; B=CORRECT; others assume a nonzero value
Linear Equations in One Variable 3|3.9|3f8a701b|520|D|mcq|roman-numeral|9x+5=a(x+b) has no solutions. Which must be true? I. a=9  II. b=5  III. b is not 5/9|None;I only;I and II only;I and III only|Need a=9 and ab not equal 5 so b not equal 5/9; D=CORRECT; B=omits the constant condition; C=states b=5 which is not required
Linear Equations in One Variable 3|3.10|628300a9|542|C|mcq|-|5 lab stations each use Experiment A (6 tsp salt) or B (4 tsp). If x stations use A, which expression gives total teaspoons of salt?|5x;10x;2x+20;10x+20|6x+4(5-x)=2x+20; A/B=ignored the split; C=CORRECT; D=failed to subtract x from 5
Linear Equations in One Variable 3|3.11|38bf4e04|442|D|mcq|-|A factory makes 9-inch, 7-inch, and 4-inch screws. The 9-inch count is 5 times the number n of 7-inch, and 22 are 4-inch. Total is 100. Which equation represents this?|9(5n)+7n+4(22)=100;9n+7n+4n=100;5n+22=100;6n+22=100|Count screws not inches: 5n+n+22=100; A/B=weighted by length; C=omitted the n seven-inch screws; D=CORRECT
Linear Equations in One Variable 3|3.12|25e1cfed|368|C|mcq|-|How many solutions does 10(15x-9)=-15(6-10x) have?|Exactly one;Exactly two;Infinitely many;Zero|Both sides simplify to 150x-90 so it is an identity; C=CORRECT; A=assumed a unique solution; D=confused with a no-solution case
Linear Equations in One Variable 3|3.13|f5ff91b2|382|B|mcq|-|If (x-5)/7=(x-5)/9, the value of x-5 is between which pair of values?|-9 and -7;-3 and 3;4.5 and 5.5;6.75 and 9.25|Unequal denominators force x-5=0; B=CORRECT; C/D=used the denominators or solved for x instead
Linear Equations in One Variable 3|3.14|429fb7c0|218|-49/150|spr|-|What value of t is the solution to 0.8t-0.46=8(t-0.001)+1.9?|-|SPR: -7.2t=2.352 so t=-49/150
Linear Equations in One Variable 3|3.15|f14484a5|499|D|mcq|-|A plant makes 10-inch, 9-inch, and 7-inch pans. The 10-inch count is 4 times the number n of 9-inch, and 10 are 7-inch. Total is 100. Which equation represents this?|10(4n)+9n+7(10)=100;10n+9n+7n=100;4n+10=100;5n+10=100|Count pans not inches: 4n+n+10=100; A/B=weighted by size; C=omitted the n nine-inch pans; D=CORRECT
Linear Equations in One Variable 3|3.16|ac472881|243|403|spr|-|(12x+28)/4 - s/13 = r(x-8) has infinitely many solutions, s>0. What is the value of s?|-|SPR: r=3 and 7-s/13=-24 so s=403
Linear Equations in Two Variables 1|1.1|ee846db7|442|A|mcq|-|5.48x+7.30y=1,277.94 models yogurt sales where x is smaller containers and y is larger. Which represents the price of each smaller container?|5.48;7.30y;7.30;5.48x|A=the coefficient of x CORRECT; B/D=include the variable (total, not unit price); C=price of the larger container
Linear Equations in Two Variables 1|1.2|5b8a8475|378|A|mcq|-|Line k is y=3x+15. Line j is perpendicular to k. What is the slope of line j?|-1/3;-1/12;-1/18;-1/45|Negative reciprocal of 3; A=CORRECT; B/C/D=used the intercept 15 in the reciprocal
Linear Equations in Two Variables 1|1.3|b23bba4c|499|B|mcq|-|3a+4b=25 relates a small boxes and b large boxes shipped for 25 dollars. If 3 small boxes were shipped, how many large boxes?|3;4;5;6|9+4b=25 so b=4; A=copied the given a; C/D=arithmetic slips; B=CORRECT
Linear Equations in Two Variables 1|1.4|87322577|452|C|mcq|-|x+y=75 relates minutes running (x) and biking (y) each day. What does 75 represent?|Minutes spent running;Minutes spent biking;Total minutes running and biking;Minutes biking per minute running|The constant is the sum; A/B=single variable; D=describes a slope; C=CORRECT
Linear Equations in Two Variables 1|1.5|c6b151d4|445|A|mcq|-|3x+4y=364 where x is triangles and y is rectangles built from 364 straws. Best interpretation of (x,y)=(24,73)?|24 triangles then 73 rectangles;24 triangles then 73 straws;73 triangles then 24 rectangles;73 triangles then 24 straws|A=CORRECT; B/D=mislabel the output as straws; C=swapped the coordinates
Linear Equations in Two Variables 1|1.6|8c98c834|450|B|mcq|-|y=0.1x models pieces of music practiced in an x-minute session. How many pieces in a 30-minute session?|1;3;10;30|0.1(30)=3; A=misc; C=divided by 3; D=copied the input; B=CORRECT
Linear Equations in Two Variables 1|1.7|b2845d88|570|A|mcq|line-graph-negative-slope|Which is an equation of the line graphed in the xy-plane (y-intercept -1, falling gently)?|y=-(1/4)x-1;y=-x-4;y=-x-1/4;y=-4x-1|Slope -1/4 and intercept -1; A=CORRECT; B/C=swapped slope and intercept; D=inverted the slope
Linear Equations in Two Variables 1|1.8|b450ab03|421|B|mcq|-|Sandwiches take 1.5 minutes and salads 1.9 minutes; total 46.1 minutes for x sandwiches and y salads. Which equation represents this?|1.9x+1.5y=46.1;1.5x+1.9y=46.1;x+y=46.1;30.7x+24.3y=46.1|A=swapped the rates; B=CORRECT; C=ignored the rates; D=used totals divided by rates
Linear Equations in Two Variables 1|1.9|8368afd1|860|B|mcq|line-graph-budget|A graph shows pounds of tangerines vs lemons buyable for 18 dollars, from (0,18) to (9,0). If Melvin bought 4 pounds of tangerines, how many pounds of lemons?|7;10;14;16|Line is y=18-2x so y=10; A/C/D=misread the slope or the intercept; B=CORRECT
Linear Equations in Two Variables 1|1.10|8adf1335|472|B|mcq|-|Total budget x million dollars equals y million for departments plus 201 million for other expenses. Which represents the relationship?|x+y=201;x-y=201;2x-y=201;y-x=201|x=y+201 rearranges to x-y=201; A=added instead; C=doubled x; D=reversed the difference; B=CORRECT
Linear Equations in Two Variables 1|1.11|dd797fe2|452|C|mcq|-|4x+3y=24 models 4 binders at x dollars each and 3 notebooks at y dollars each. Best interpretation of 24?|Total cost for all binders;Total cost for all notebooks;Total cost for all binders and notebooks;Difference in total cost between binders and notebooks|The constant is the grand total; A/B=describe one term only; D=invents a difference; C=CORRECT
Linear Equations in Two Variables 1|1.12|789975b7|521|B|mcq|-|Fertilizer A is 60 percent filler and B is 40 percent filler; together they contain 240 pounds of filler. Which equation models this with x pounds of A and y pounds of B?|0.4x+0.6y=240;0.6x+0.4y=240;40x+60y=240;60x+40y=240|A=swapped the percentages; B=CORRECT; C/D=used whole numbers instead of decimals
Linear Equations in Two Variables 1|1.13|2554b413|431|A|mcq|-|A line has slope 6 and passes through (0,8). Which is an equation of this line?|y=6x+8;y=6x+48;y=8x+6;y=8x+48|A=CORRECT; B=multiplied slope by intercept; C=swapped slope and intercept; D=both errors
Linear Equations in Two Variables 1|1.14|52a8ef85|394|B|mcq|-|40x+20y=160 represents x sweaters and y shirts bought for 160 dollars. If 2 sweaters were purchased, how many shirts?|3;4;8;40|80+20y=160 so y=4; A=off by one; C=160/20; D=copied a coefficient; B=CORRECT
Linear Equations in Two Variables 1|1.15|dfa45424|496|D|mcq|-|Tony spends 80 dollars monthly; 10-ride passes cost 12.50 and single-ride passes 1.50. Which equation relates g passes and t passes?|g+t=80;g+t=1.50+12.50;1.50g+12.50t=80;12.50g+1.50t=80|A=ignored prices; B=nonsense total; C=swapped the prices; D=CORRECT
Linear Equations in Two Variables 1|1.16|520e6f5b|860|A|mcq|table-rock-types|In 0.03(120w)+0.18(180z)+3,385.80=7,576.20, the variable terms cover limestone and basalt. Best interpretation of 3,385.80?|Cost of granite and sandstone;Cost of basalt and limestone;Cost of basalt;Cost of sandstone|The constant covers the two rock types not represented by variables; A=CORRECT; B/C/D=name rock types already in the variable terms
Linear Equations in Two Variables 1|1.17|b2de69bd|628|A|mcq|table-xy|A table shows (1,5),(2,7),(3,9),(4,11). Which equation could represent the relationship?|y=2x+3;y=3x-2;y=4x-1;y=5x|Slope 2 and intercept 3; A=CORRECT; B/C=fit only the first row; D=fit only the first row with no intercept
Linear Equations in Two Variables 1|1.18|c5479c1a|393|D|mcq|-|A shipment of 5-pound and 10-pound boxes weighs 220 pounds and has 13 ten-pound boxes. How many 5-pound boxes?|5;10;13;18|5x+130=220 so x=18; A/B=copied a box weight; C=copied the given count; D=CORRECT
Linear Equations in Two Variables 1|1.19|1efd8202|916|A|mcq|table-choices|For y=70x+8, which table gives three x values and their corresponding y values?|(0,8),(2,148),(4,288);(0,70),(2,78),(4,86);(0,70),(2,140),(4,280);(0,8),(2,132),(4,272)|A=CORRECT; B=swapped slope and intercept; C=dropped the intercept; D=used slope 62
Linear Equations in Two Variables 1|1.20|b9839f9e|502|B|mcq|-|F=2.50x+7.00y gives total charge for x drinks and y salads. Best interpretation of 7.00?|Price of one drink;Price of one salad;Number of drinks bought;Number of salads bought|7.00 is the coefficient of y (salads); A=matched it to the wrong variable; C/D=confuse price with quantity; B=CORRECT
Linear Equations in Two Variables 1|1.21|f40552a9|802|D|mcq|line-graph-shallow-positive|A line is graphed with y-intercept at 8 rising to 10 at x=10. What is the y-intercept of the line graphed?|(0,-8);(0,-1/8);(0,0);(0,8)|Read where the line crosses the y-axis; A=sign error; B=used the slope reciprocal; C=assumed the origin; D=CORRECT
Linear Equations in Two Variables 1|1.22|12ae3452|242|14|spr|-|46=2a+2b relates side lengths a and b of a parallelogram. If a=9, what is b?|-|SPR: 18+2b=46 so b=14
Linear Equations in Two Variables 1|1.23|8b2a2a63|219|-32|spr|-|The y-intercept of y=-6x-32 is (0,y). What is the value of y?|-|SPR: -32; error 32 (dropped the sign)
Linear Equations in Two Variables 1|1.24|8da536c6|488|C|mcq|-|Advanced swimmers grew 53 percent, intermediate 44 percent, total 49 percent from a 2010 total of 35. Which equation represents this?|1.53a+1.49b=35(1.44);1.49a+0.53b=35(1.44);1.53a+1.44b=35(1.49);1.44a+1.53b=35(1.49)|Each group gets its own growth factor and the total gets 1.49; A/B=put 1.49 in the wrong place; D=swapped the group factors; C=CORRECT
Linear Equations in Two Variables 1|1.25|8a1544f1|662|B|mcq|line-graph-steep-negative|A line passes through (0,3) and (1,0). What is the equation of the line shown?|y=3x-3;y=-3x+3;y=(1/3)x-3;y=-(1/3)x+3|Slope -3 and intercept 3; A=sign of slope and intercept wrong; C/D=used the reciprocal slope; B=CORRECT
Linear Equations in Two Variables 1|1.26|535fa6e6|418|D|mcq|-|Potatoes cost 0.69 per pound and celery 0.99. Davio spent 5.34 total and bought twice as many pounds of celery as potatoes. How many pounds of celery?|2;2.5;2.67;4|0.69p+0.99(2p)=5.34 gives p=2 so celery=4; A=gave the potato amount; B/C=division slips; D=CORRECT
Linear Equations in Two Variables 1|1.27|39571c77|414|A|mcq|-|Rabbit snails cost 8 dollars and nerite snails 6 dollars; total 52 dollars with 2 nerite snails. How many rabbit snails?|5;12;14;50|8r+12=52 so r=5; B/C=divided by the wrong price; D=subtracted only; A=CORRECT
Linear Equations in Two Variables 1|1.28|1fe778dc|397|B|mcq|-|A line has slope -1/2 and passes through (0,3). Which equation represents this line?|y=-(1/2)x-3;y=-(1/2)x+3;y=(1/2)x-3;y=(1/2)x+3|B=CORRECT; A=sign error on intercept; C/D=sign error on slope
Linear Equations in Two Variables 1|1.29|6a12efbb|246|15|spr|-|46=2x+2y gives the perimeter of a rug with length x and width y. The width is 8 feet. What is the length?|-|SPR: 2x+16=46 so x=15
Linear Equations in Two Variables 1|1.30|d1042cf8|419|D|mcq|-|Forks cost 0.04 each and plates 0.48 each; x forks and y plates cost 661.76 total. Which equation represents this?|0.48x-0.04y=661.76;0.04x-0.48y=661.76;0.48x+0.04y=661.76;0.04x+0.48y=661.76|A/B=subtracted instead of adding; C=swapped the prices; D=CORRECT
Linear Equations in Two Variables 1|1.31|029c2dc2|421|D|mcq|-|An assignment worth 70 points has x one-point questions and y three-point questions. Which equation represents this?|4xy=70;4(x+y)=70;3x+y=70;x+3y=70|A/B=multiplied or summed the point values; C=attached 3 to the wrong variable; D=CORRECT
Linear Equations in Two Variables 1|1.32|39617468|499|C|mcq|-|x+y=350 relates maple trees x and birch trees y. If 245 maples were planted, how many birches?|14;25;105;245|350-245=105; A=used the acreage; B=misc; D=copied the given; C=CORRECT
Linear Equations in Two Variables 1|1.33|cea27ab2|629|A|mcq|table-choices|For 7x-4y=-84, which table gives three x values and their corresponding y values?|x 0,4,8 with y 21,28,35;x 0,4,8 with y 35,28,21;x 21,28,35 with y 0,4,8;x 21,28,35 with y 8,4,0|A=CORRECT; B=decreasing y (sign error on slope); C/D=swapped the roles of x and y
Linear Equations in Two Variables 1|1.34|4d8ccb96|437|B|mcq|-|x kg of a 2 percent salt mixture and y kg of a 96 percent mixture make 24 kg of a 4 percent mixture. Which equation represents this?|0.96x+0.02y=(0.04)(24);0.02x+0.96y=(0.04)(24);0.96x+0.02y=24;0.02x+0.96y=24|A=swapped the concentrations; B=CORRECT; C/D=set the salt amount equal to the total mass
Linear Equations in Two Variables 2|2.1|002dba45|220|3/17|spr|-|Line k is defined by y=-(17/3)x+5. Line j is perpendicular to k. What is the slope of line j?|-|SPR: negative reciprocal of -17/3 is 3/17
Linear Equations in Two Variables 2|2.2|9c7741c6|329|3|spr|-|On a 210-mile trip Cameron drove 60 mph for x hours then 50 mph for y hours. If x=1, what is y?|-|SPR: 60+50y=210 so y=3
Linear Equations in Two Variables 2|2.3|d62ad380|651|C|mcq|table-side-price|A table gives side length s and price P: (3,8.00),(6,18.00),(9,28.00). Which could define the relationship between s and P?|P=3s+10;P=(10/3)s+8;P=(10/3)s-2;P=(3/10)s-(1/10)|Slope 10/3 and intercept -2; A=used the first row as slope and intercept; B=used the first price as the intercept; D=inverted the slope; C=CORRECT
Linear Equations in Two Variables 2|2.4|431c3038|466|D|mcq|-|Hiking uses 200 calories per 30 minutes and bicycling 150 per 30 minutes. After 1 hour of bicycling how many hours of hiking reach 1,900 total calories?|9.5;8.75;6;4|Bicycling gives 300 so hiking needs 1,600 at 400 per hour; A=ignored the bicycling; B/C=used the 30-minute rate as hourly; D=CORRECT
Linear Equations in Two Variables 2|2.5|265f2a53|404|C|mcq|-|Line n has x-intercept (-4,0) and y-intercept (0,86/3). What is the slope of line n?|3/344;6/43;43/6;344/3|Slope is (86/3)/4=43/6; A/B=inverted or halved; D=forgot to divide by 4; C=CORRECT
Linear Equations in Two Variables 2|2.6|f81a0503|374|D|mcq|-|Line k passes through (0,-5) and (1,-1). Which equation defines line k?|y=-x+1/4;y=(1/4)x-5;y=-x+4;y=4x-5|Slope 4 and intercept -5; B=used the reciprocal slope; A/C=sign errors; D=CORRECT
Linear Equations in Two Variables 2|2.7|28c2253f|883|C|mcq|table-rock-types|Basalt 180 lb/ft3, granite 165, limestone 120. Garden uses only these three with total weight 1,000 lb, including 330 lb of granite. Which equation relates x and y for the other two?|165x+180y=670;165x+120y=1000;120x+180y=670;120x+180y=1000|Remaining weight is 670 and the two rocks are limestone (120) and basalt (180); A=used granite density; B/D=did not subtract the granite; C=CORRECT
Linear Equations in Two Variables 2|2.8|2e1a7f66|420|A|mcq|-|3x+6y=63 where x is the number of sides of regular figure A and y of figure B and 63 is the total perimeter. Best interpretation of 6?|Each side of figure B is 6 inches;Number of sides of figure B is 6;Each side of figure A is 6 inches;Number of sides of figure A is 6|The coefficient is the side length multiplying the side count; B/D=confuse coefficient with variable; C=attached it to the wrong figure; A=CORRECT
Linear Equations in Two Variables 2|2.9|6f6dfe3e|554|A|mcq|table-with-constant|A table gives x=-6,-3,0 with y=n+184, n+92, n. What is the slope of the line?|-92/3;-3/92;(n+92)/(-3);(2n-92)/3|Slope is -92/3; B=inverted; C/D=failed to cancel n; A=CORRECT
Linear Equations in Two Variables 2|2.10|9ed4c1a2|220|13.75|spr|-|What is the slope of the graph of y=(1/4)(27x+15)+7x?|-|SPR: 27/4+7=13.75
Linear Equations in Two Variables 2|2.11|fb43b85f|219|18/11|spr|-|A line passes through (4,6) and (15,24). What is the slope of the line?|-|SPR: 18/11
Linear Equations in Two Variables 2|2.12|400798d6|447|C|mcq|-|In triangle QRS, QR and RS are each x cm and SQ is y cm, with 2x+y=37. Best interpretation of 37?|Difference between QR and SQ;Difference between QR and RS;Sum of the three side lengths;Length of one of the equal sides|2x+y adds all three sides; A/B=describe differences; D=describes x; C=CORRECT
Linear Equations in Two Variables 2|2.13|ca452900|226|5/13|spr|-|What is the slope of the graph of y=5x/13-23?|-|SPR: 5/13
Linear Equations in Two Variables 2|2.14|62ef6f73|442|C|mcq|-|Two squares of side r and six equilateral triangles of side t have perimeters summing to 210. Which equation represents this?|6r+24t=210;2r+6t=210;8r+18t=210;6r+2t=210|2 squares give 8r and 6 triangles give 18t; A=swapped the multipliers; B=counted figures not perimeters; D=reversed; C=CORRECT
Linear Equations in Two Variables 2|2.15|637022d2|442|A|mcq|-|2.5b+5r=80 relates birds b and reptiles r cared for. If 16 reptiles are cared for, how many birds?|0;5;40;80|5(16)=80 leaves 0 for birds; B/C/D=arithmetic slips or ignoring the reptile term; A=CORRECT
Linear Equations in Two Variables 2|2.16|c307283c|800|C|mcq|line-graph-negative-slope-1|A line passes through (0,-8) with slope -1. What is an equation of the graph shown?|y=-2x-8;y=x-8;y=-x-8;y=2x-8|Slope -1 intercept -8; A/D=wrong magnitude; B=wrong sign; C=CORRECT
Linear Equations in Two Variables 2|2.17|00b9bd37|710|B|mcq|line-graph-intercepts-90-35|A graph of T-shirts x versus sweatshirts y has x-intercept 90 and y-intercept 35. Which equation could represent this relationship?|y=7x+18;7x+18y=630;y=18x+7;18x+7y=630|7x+18y=630 gives intercepts 90 and 35; A/C=slope-intercept forms with wrong values; D=swapped coefficients; B=CORRECT
Linear Equations in Two Variables 2|2.18|c39dbbdf|381|B|mcq|-|Line r is 4x-9y=3. Line s is parallel to r. What is the slope of line s?|9/4;4/9;-4;-9|Solve for y to get slope 4/9; A=inverted; C/D=used coefficients directly with wrong signs; B=CORRECT
Linear Equations in Two Variables 2|2.19|0d1b1e35|437|A|mcq|-|A batch of 4 cups ice cream and 2 bananas has 1,114 mg calcium; 1 cup of ice cream has 276 mg. How much calcium is in 1 banana?|5;10;419;1104|4(276)=1104 so 2b=10 and b=5; B=gave the total for 2 bananas; C=divided incorrectly; D=gave the ice cream total; A=CORRECT
Linear Equations in Two Variables 2|2.20|df78b361|410|C|mcq|-|4x+6y=36 where x is small containers and y large containers of jam. Best interpretation of 6y?|Number of large containers;Number of small containers;Total cups of jam in the large containers;Total cups of jam in the small containers|6y is cups per large container times number of large containers; A/B=confuse the product with the count; D=wrong container size; C=CORRECT
Linear Equations in Two Variables 2|2.21|606cdce7|651|A|mcq|table-xy-4rows|A table gives (-6,65),(-3,56),(3,38),(6,29). Which equation represents this linear relationship?|9x+3y=141;9x+3y=3;3x+9y=141;3x+9y=3|Slope -3 and intercept 47 gives 3x+y=47 or 9x+3y=141; B=wrong constant; C/D=swapped coefficients; A=CORRECT
Linear Equations in Two Variables 2|2.22|7625073d|243|49|spr|-|7g+7b=840 relates green tiles g and blue tiles b. If 71 blue tiles are needed, how many green tiles?|-|SPR: 7g=840-497=343 so g=49
Linear Equations in Two Variables 2|2.23|3c03cbd8|480|A|mcq|-|5x+24y=4,529 for a 5-hectare industrial park and a 24-hectare neighborhood with 4,529 trees total. Best interpretation of x?|Average trees per hectare in the industrial park;Average trees per hectare in the neighborhood;Total trees in the industrial park;Total trees in the neighborhood|x is a per-hectare rate multiplied by 5 hectares; B=wrong region; C/D=describe the products 5x and 24y; A=CORRECT
Linear Equations in Two Variables 2|2.24|1087f6c4|328|0.25|spr|-|24.5x+24.75y=641 relates cubic yards of topsoil x and tons of crushed stone y costing 641 dollars total. How much more did a ton of stone cost than a cubic yard of topsoil?|-|SPR: 24.75-24.50=0.25
Linear Equations in Two Variables 2|2.25|9b0a4eae|860|C|mcq|line-graph-perimeter-36|A graph models length x and width y for a rectangle of perimeter 36 m, with the point (8,10) marked. Best interpretation of (8,10)?|Length 10 less than perimeter and width 8 less;Length 10 m and width 8 m;Length 8 m and width 10 m;Length 8 less than perimeter and width 10 less|x is length and y is width; B=swapped; A/D=misread the axes as differences; C=CORRECT
Linear Equations in Two Variables 3|3.1|3cdbf026|504|A|mcq|-|ax+ky=6 is a line containing (-2,-6) and (0,-3). What is the value of k?|-2;-1;2;3|Substituting (0,-3) gives -3k=6 so k=-2; B/C/D=sign or division slips; A=CORRECT
Linear Equations in Two Variables 3|3.2|fdee0fbf|280|74|spr|-|Line k crosses the y-axis at (0,-6) and passes through (2,2). If (20,w) lies on k, what is w?|-|SPR: slope 4 so w=-6+80=74
Linear Equations in Two Variables 3|3.3|0b46bad5|752|C|mcq|graph-choices-lines|ax+by=b with 0<a<b. Which graph could represent this equation?|steep negative through small intercepts;steep negative crossing left;shallow negative with y-intercept 1 and x-intercept greater than 1;very steep negative|y-intercept is b/b=1 and x-intercept is b/a>1 so the line is shallow; C=CORRECT; others have the wrong intercept or slope magnitude
Linear Equations in Two Variables 3|3.4|c362c210|568|1.5|spr|scatter-lattice-points|Plotted points show combinations of wallflowers and cornflowers costing exactly 24 dollars, including (16,0). What is the price of 1 cornflower?|-|SPR: 24/16=1.5; error 2 (used the wallflower intercept)
Linear Equations in Two Variables 3|3.5|98d3393a|497|A|mcq|-|Line l is perpendicular to the line x=2. What is the slope of line l?|0;-1/2;-2;undefined|x=2 is vertical so a perpendicular line is horizontal with slope 0; D=describes the vertical line itself; B/C=treated 2 as a slope; A=CORRECT
Linear Equations in Two Variables 3|3.6|0366d965|420|30|spr|table-with-unknowns|A table gives points (3,7),(k,11),(12,n) on a line of slope 2. What is k+n?|-|SPR: k=5 and n=25 so k+n=30
Linear Equations in Two Variables 3|3.7|c4ea43ef|615|B|mcq|line-graph-two-jobs|A graph of hours at job A (10 dollars/hr) versus job B (20 dollars/hr) has intercepts (16,0) and (0,8). Total earnings are s dollars. What is s?|128;160;200;320|10(16)=160 or 20(8)=160; A/C=misread an intercept; D=doubled; B=CORRECT
Linear Equations in Two Variables 3|3.8|cb58833c|268|1.25|spr|-|The line (4/5)x+(1/3)y=1 is graphed. What is the x-coordinate of the x-intercept?|-|SPR: set y=0 to get x=5/4=1.25
Linear Equations in Two Variables 3|3.9|a7a14e87|464|D|mcq|-|Line k is x+y=0. Line j is perpendicular to k with y-intercept (0,3). Which is an equation of line j?|x+y=3;x+y=-3;x-y=3;x-y=-3|Perpendicular slope is 1 so y=x+3 which is x-y=-3; A/B=parallel slope; C=sign error on the intercept; D=CORRECT
Linear Equations in Two Variables 3|3.10|a1fd2304|239|1.5|spr|-|How many liters of a 25 percent saline solution must be added to 3 liters of a 10 percent solution to obtain a 15 percent solution?|-|SPR: 0.25x+0.30=0.15(x+3) gives x=1.5
Linear Equations in Two Variables 3|3.11|49800634|543|D|mcq|table-two-points|A table gives (-18,-48) and (7,52). The line passes through (1/7,a). What is a?|-4/11;-4/77;4/7;172/7|Slope 4 and intercept 24 so a=4/7+24=172/7; C=forgot the intercept; A/B=inverted the slope; D=CORRECT
Linear Equations in Two Variables 3|3.12|5b7599a6|926|C|mcq|line-graph-yint-6|A graph has y-intercept 6 and x-intercept 2, R is a positive constant. Which equation represents this relationship?|Rx+18y=36;Rx-18y=-36;18x+Ry=36;18x-Ry=-36|Line is 18x+6y=36 so R multiplies y; A/B=attached R to x; D=sign error; C=CORRECT
Linear Equations in Two Variables 3|3.13|184ce5aa|397|D|mcq|-|Line h is (1/5)x+(1/7)y-70=0. Line j is perpendicular to h. What is the slope of line j?|-7/5;-5/7;7/5;5/7|Slope of h is -7/5 so perpendicular is 5/7; A=slope of h itself; B/C=sign or reciprocal errors; D=CORRECT
Linear Equations in Two Variables 3|3.14|d0e614a6|933|D|mcq|table-choices-fractions|For (3/5)x+(3/4)y=7, which table gives three x values and their corresponding y values?|y=113/20,101/20,77/20;y=47/5,44/5,38/5;y=148/15,136/15,112/15;y=128/15,116/15,92/15|Solving gives y=28/3-(4/5)x so at x=1 y=128/15; D=CORRECT; others use wrong slope or intercept
Linear Equations in Two Variables 3|3.15|9bbce683|557|D|mcq|table-three-points|For line h a table gives (18,130),(23,160),(26,178). Line k is h translated down 5 units. What is the x-intercept of line k?|(-26/3,0);(-9/2,0);(-11/3,0);(-17/6,0)|h is y=6x+22 so k is y=6x+17 and x=-17/6; A/B/C=used the wrong intercept or forgot the translation; D=CORRECT
Linear Equations in Two Variables 3|3.16|2d54c272|290|40|spr|-|5G+45R=380 relates green tokens G and red tokens R. How many more points is a red token worth than a green token?|-|SPR: 45-5=40
Linear Equations in Two Variables 3|3.17|b9835972|243|24|spr|-|Line l passes through (0,0) and is parallel to y=8x+2. If l passes through (3,d), what is d?|-|SPR: y=8x so d=24; error 26 (kept the intercept 2)
